,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
13,-57.053316396590105,,-125.16148229925346,61.23752110570243,-91.40567798721247,-337.13885529523117,-3.001929527854591,127.93860361152115,-38.97330297844563,-129.30515880555248,-189.35623174106237
14,-43.3504307213083,-151.74770926059787,106.72533968159274,,,,32.34648195209855,32.39338907388102,37.30503335644498,-100.94195846245614,-48.25948154217288
15,,90.47151758820738,89.50719434022844,-148.3535889602926,,39.946568446699736,44.39594572500413,,-92.23855683004733,19.395382684332283,-95.78350987823208
16,222.0736208137542,-69.29621470327201,150.73596675348915,-138.62678743054659,91.23020877968533,24.509234117858977,29.093246072092487,85.6273975440188,-141.740030661002,,81.97406839015281
17,13.887024285735377,-104.20359411759526,-77.30900134200076,-29.88173382615012,,-59.50865439117394,,,-39.857366631609075,35.840216857989155,96.30930268259098
18,,20.6550807665861,-219.8174601691155,101.99670172962855,47.200599167610996,-71.02230295552533,21.82599072482084,,119.35029758322375,-164.57370275568394,61.6782958996724
19,-195.35260424316934,,17.38343651848196,,71.65084286473815,50.298265324272386,76.56924256217248,-142.6566706798501,85.55572285907654,33.7201439965565,-4.083575414689051
20,-81.31712376411323,-49.810226842686184,,,,49.70153538980509,-65.55696567200339,,-6.156958985508208,-70.10817338376549,-256.4881287253832
21,9.695202561935606,-23.29438870470317,,-110.0217434856753,121.28044757176283,0.8857158713068821,19.203804867560336,52.43314460040449,,-14.496114001292604,-25.396253116532307
22,-154.44792169661076,103.5907256497629,-203.40820042183188,227.68548659041042,-3.071428468074521,,-87.2180942245343,53.66901159469122,,,7.823164077942877
23,,-212.5032181573867,242.17638695008543,,15.417274269489456,6.953587559108736,-83.11907135310538,2.063261175359692,-130.896901171658,,-139.35498991829294
24,71.59719158539859,,124.6762882407615,81.55510781762693,-80.98553924325185,90.80325090737676,,98.70887877456471,-19.581815523690484,73.82984095955474,67.84906216217861
25,69.73649654967146,42.64099141001526,-229.47812707378685,-14.179124043487718,,,43.36833598928108,,,-34.20604827297911,7.945797545522254
26,-151.50787516137584,-170.3099548737458,,-42.1292777407803,94.89310686447136,29.104439862555704,,31.463446865412187,182.7350423023482,101.53144160417588,205.94723596158175
27,19.62208235546507,,33.459958316193344,,,-68.76610695860855,20.05814559887905,-39.58766381883267,45.31573227660767,-58.30478483604885,-163.0380277560364
28,39.9319504243454,2.5153363392186767,,-50.75594483565976,,-30.433639000570977,-28.928309008768682,0.5166792989432761,,50.42386878623284,-267.24322613387875
29,-46.79492156366633,-70.49244420439939,,-184.8885776127564,,,110.8171818340719,,,-164.6406022602963,-87.95689818378331
30,-75.10755447149775,,70.22897372490985,-91.96756757802513,225.32983018283414,,-149.88973045589776,,90.67573318742184,,208.4706748448981
31,88.52203479741131,-56.720644085249425,95.67613808621218,-48.2152986897934,-65.50944663269063,,40.2687564127357,109.26554511868028,123.7081804445612,65.23567353588095,23.590213350189774
32,13.171825694219239,14.327572288906348,,,,,,,17.94411246596445,-148.03452159605425,-110.95450159010278
33,,,-54.605305941479834,131.06665814704078,58.92250513047529,172.83660904299776,,,139.4314035305833,,52.04670158858622
34,-82.35245479117664,136.39363987171927,-42.71029969724981,-153.5776399914571,,146.8089414558824,-94.85396579312535,,-161.88056507824828,-62.427855720973334,-200.52940837219415
35,-85.85309873563546,58.206339259730555,180.38162435130337,-84.13163759800389,-96.28827094716063,15.454774478903424,-75.09939986772099,92.6384342657796,,114.20031709768526,-231.16393151621884
36,,155.3413521899672,,,138.6211059262313,-11.612927612544246,,-34.06434093882511,-51.28265397762431,178.99621359357675,29.40892175662654
37,-73.9685541211395,116.0381859115872,,,,88.37745963777932,59.97401065708938,,-60.61268885357657,25.087995726894796,-4.857196735860672
38,,18.91048061031518,-8.95552881320736,,,80.12784855871506,-25.871517392595695,,-64.4260727787777,-66.46265467521579,-181.80639201105436
39,20.156523323316666,-34.6113507997697,180.40996903757446,63.75098816106558,-1.2482327866471512,,-132.36761186387687,25.125934309267684,-31.96627581454749,-128.49967969884975,-96.57788567257319
40,185.10546503800924,201.17811188465984,-103.18401618282181,42.23423055746679,-114.02998299154939,-13.609433855501972,185.32075747531584,-154.28990625410654,-5.65372576740351,97.40859240326527,-122.42607391577776
41,,-126.24706299687088,-110.70891663606722,,40.59833165645653,-70.24049737372538,,150.26633576924542,,-89.49656721779188,-23.652157982002734
42,-3.4740120622247286,-104.92504981244149,,-89.68813364655921,-86.34848796578582,-37.43517493541415,88.14810914319071,,74.63150102513039,-104.67353170744447,-102.30850952493296
43,0.13199223900117665,-16.917094040534618,,-98.6887084674443,-10.468144129614759,,36.05261091660034,55.17502616160373,47.78157839029444,-95.74759939210455,-1.2642653840525355
44,,-36.24830285357516,,,57.50497698937123,,,-24.025824513536172,-131.94572212107153,38.928446357885434,-19.680612927614604
45,-209.91038031275596,-248.3280469748022,,119.32449730999699,2.393458164577977,,38.68251692823968,62.81957845813266,13.80715719739483,141.94044778845742,-54.639467498200275
46,-59.701424917565404,,111.78144158973086,68.01628669372708,127.5245671694998,-131.94849343578144,,24.864338406536472,-215.4813010206174,-184.0495462759722,13.259414699286083
47,39.56794991816629,-138.9981462990087,-132.53729357274545,41.46670613021681,26.88054760943381,22.068894707812177,130.48079029938512,,,57.40070511633578,106.90932280030773
48,-70.2611497777477,-91.57254451747913,102.58414518219303,-121.4574845181716,-177.1432861041343,,-43.51429362980404,45.63319587958561,70.2069789474936,,-206.72062955710422
49,-18.97760059932703,-110.50535034078017,97.06837154091335,49.705090180616196,15.65921922805339,,22.071558665929615,,11.709184657340078,-49.43053702730974,-3.3886949732962464
50,140.80748967968302,-1.729322750454661,13.155764185438063,,-190.87958366577305,282.6993333361132,,,-34.9662389131071,,-195.79249472570814
51,,-139.87964853579953,-80.25525900836392,55.062299807197135,32.9956861137504,11.038344048949142,-71.75502959179092,68.64382910373872,,9.444779594109194,-173.32983093405198
52,,-27.06180214196482,75.04178792709263,,-3.429765067801032,42.037112570316545,81.0574188695009,169.90496518814416,-31.252172013304303,-72.52100639196748,43.54616145371864
53,,-218.98938567160445,-84.72276583801381,14.35264884896621,7.364420814509956,-65.70752849850443,165.3708275018522,63.015376130957534,-1.5492556521133478,-39.41892121036819,-180.09106809799397
54,-128.48532793702168,57.89531544481302,-18.285778582250114,,-46.102740775354086,,,89.6271431387086,,-81.79944211685964,-178.590302667646
55,,-44.45765163448849,,-25.60580681752553,100.63739084901144,8.187835679901848,29.146586161922734,,-114.88003057474829,-86.4867389247437,-123.20763973530742
56,56.397532836102826,68.49021573667238,-173.12426368710086,-70.59058541982802,,40.35002529099782,66.9486273780625,-227.2847763718954,-91.41547920023875,75.59669183757978,-109.45684747715981
57,-82.85549891498788,42.7365785798067,-32.681277181925,-60.68857037772483,-216.01682096989697,-0.9720460432257833,,22.417988291148973,-276.9731769356412,,-145.823414183667
58,-134.96379939248342,77.05805697860517,,,-135.88617024698758,,50.282626542266875,75.8946778955551,-26.516817345630685,40.28581331121468,-145.11407736605386
59,-85.61517702051393,159.52529431275602,16.135698634968072,4.9917592413920024,59.62260524861199,149.30274702081147,-79.45496583896198,-125.82698320098675,54.39783818421979,-55.6856635857286,147.5856372972622
60,12.582424210055992,-138.32254230922382,,41.56423903043811,-69.98922057755391,-49.528820311878356,86.7167323559853,30.86389300548581,62.03320425936899,-154.38407067726808,-120.25238001962047
61,,28.33830584203958,-31.68861678976792,,-88.9361939303537,42.10590434213794,37.260161450735126,,-85.88020275431435,-22.989637066468486,-224.42118888439137
62,139.58886709598556,,27.947265176630374,25.83666921988115,33.65091893931576,,,-92.38203573928345,-149.44875077571646,-74.20085156440292,-102.16627628297942
63,82.39676998311516,,-1.1678262068963852,196.37170263933123,105.09807966022615,239.68183487217064,-38.95042891499904,199.5643210787956,-33.12543353741746,96.97952269154118,97.24643174568851
64,,-45.256456260021565,,23.95785639563009,51.119245472171585,35.91058357001909,-107.9649323264066,-28.772098732190273,91.52750612502088,-18.088890533111186,166.265323838457
65,-40.96675925180989,-164.4918175070462,55.76040886539979,73.94549639292882,,165.51918839650818,63.74299159458624,-88.48753621945279,-122.70715266694316,,-56.69988251724375
66,,43.02975107341294,,-18.971232959765572,-22.280430115735662,0.9471419588026133,22.63306726148707,-42.97695236222799,-149.58912647748826,-86.77712097378904,-38.14948322897169
67,,124.51536667881984,,1.2379993042486546,,,28.04642097593594,9.016904692141352,,,-47.7941368888865
68,,4.254313151243197,113.54683424967895,17.314997254159202,-6.839950195263708,94.61459773923166,-44.01029699736885,,-62.34381994866474,-24.70971560764181,-138.87767060326544
69,115.74045916420266,,83.36853478829457,-53.95187237037644,-22.987149972451093,267.82641026865804,,89.18024355076707,,-124.94246285975146,67.90970155885063
70,,20.749136000128743,-93.6202540881757,-69.31949855192919,,-80.4804997002199,-18.794421238833927,-70.95775328260319,57.766451184618305,144.0123276849746,196.28286306437087
71,-177.50412528918446,-3.1834052660078807,0.12165358806232682,,-227.89237622354878,-23.261811940099538,,-80.15562894042651,97.54310410720458,-100.317316093947,-250.27708864300521
72,84.58651313459436,42.827105559261994,52.43870153377078,23.895155393237467,-110.96619227844813,41.5729463190973,-27.92298138408715,-59.84435283828452,-16.07842476594934,-36.11939330244298,-359.7108759269024
73,10.799587511601477,49.03284607834679,,20.831567128963353,,78.89615890010663,281.8166040371842,26.906887783244652,-175.1005023482953,64.78600862128336,101.11451399819293
74,-175.52940139829917,103.30296949557898,-102.31644248099569,,,,-193.71024054381252,-112.51546549837275,,97.8116323443096,35.717741089208225
75,,-141.4953980511711,104.38243110005455,84.30023022356521,,157.69125567531603,89.48231718354549,-7.88194279556949,-6.368103514959941,111.50838078032004,191.59135056250267
76,-74.81046355880669,-26.38302314592674,-108.81532777094645,,138.95302982434157,-124.26073318282947,-104.27333234524032,145.5515312171913,,174.37768201382494,211.31633015358503
77,-61.13764330459816,58.1727472720271,28.557679695878463,22.8778571243945,-76.94159990301408,-46.24789441163959,-39.03683418987584,108.44387666895743,-24.58617659184116,35.074450891242826,-165.59091313696297
78,,-114.53791584576433,131.53418427282432,,67.91640129537936,,,-155.83252237526682,-11.603962192340312,-39.907186222234046,-146.6538483513871
79,,,,-52.561600162931455,-32.784769271949855,-94.69284586538866,,40.51161411797311,108.78206870873142,64.78374591699554,110.02946727662146
80,-68.62484625461622,-67.21125322826096,,-27.032796852540187,-1.2952840503026066,-10.115931262142098,-21.277881203781632,,-76.49970257679254,,-91.15045333264376
81,-119.82092793511971,-70.32743693222929,,-92.05639633203117,31.888596589398965,17.37552679341454,-109.13295082612606,100.31849935395722,,175.8066548665639,51.71110074048626
82,93.26049690403053,-58.386630136786565,,32.14266109098208,-9.31818074017398,67.8313885568417,,222.21076894340177,-83.31517650195511,,-111.05353176061152
83,-5.1559081694068105,-78.8742540662623,137.7642981887081,37.04079066900917,-127.15430571101614,-131.27095145610764,6.929916748783454,106.92998668781742,,,-30.702483951543286
84,,150.7549379339443,-78.32601356104492,-41.691192543991704,-16.87591608279189,11.194805039816233,1.3990667971263824,-28.472008137858385,-40.57401109434466,131.21982387951715,119.80061850262756
85,,-120.62616981977858,,-23.196251186229922,76.44498508009615,-3.4359512379488444,-13.586938679046861,,-22.365223146122133,,82.4786044014738
86,-75.55079362583062,8.878020079185294,-18.870238244591633,,175.41386059069083,36.940162354572834,86.52626725582418,,-100.89100477781497,,-55.7121526077496
87,83.33510199750302,19.973801752061206,110.685626748385,-66.45017269908655,-68.07669258357197,125.81440060126494,,,181.8868572057386,,-43.941299085580894
88,105.05876020070562,,58.068776808714496,-95.54490011396344,,,-59.23982484372235,-15.473608034704112,,-73.34437151044017,-197.89850084887942
89,-75.64468139304496,-79.64239731584023,-116.14552039010447,139.92663569053792,71.5387530765253,-52.971714260284166,167.180775670442,-116.51889761160008,,,139.47341876281575
90,,,,,,,35.845393014709764,-164.94330590045968,-182.06933469399468,80.47358421026281,-300.08743299147324
91,0.13799391193647742,,-260.16421591415263,-112.61614339131872,302.4276988725698,37.55658156231493,,6.25473692391102,98.91862383733694,130.1315298568233,305.4818237691182
92,-59.96678831538126,-10.46435248317492,,12.330747240541326,-182.42545801234752,-91.23080878768809,-54.030919538639466,-31.053214106400418,-125.26655636639123,39.841256618434414,-379.2317022655825
93,69.58779177734783,,94.6767861688761,,-85.43699201302195,-121.7863181660172,35.76424873176531,-156.82817429416193,,-76.71595266239208,-131.31423525360776
94,,,112.625956819016,61.98878023902055,95.84487596626485,173.4947740200903,-66.73931627894525,95.67929048910685,-61.87499386943283,33.42106939538011,171.3275018939297
95,168.4822066920689,,-29.108680394373604,41.97838584810889,-24.923787893421927,37.924458978245376,-4.498797548928417,-29.977111499145902,-52.42973573796218,45.33022430029006,-57.00845488386656
96,-134.93311952558145,32.51681757838071,-4.362282039376723,52.272746126746526,,,84.72770841791063,70.13631287065483,197.61372683535728,,122.25773298108123
97,35.035690332852084,124.80497920784279,-28.916105123657598,-124.69192173263654,130.728407146689,180.36214187999235,8.012514321743291,28.44612720431306,3.6732201028088016,,74.09235267595903
98,-59.203622257089215,20.597859059923938,-123.63234089366198,-82.30513870208314,,,,11.4517987784381,246.84773203403861,,228.7074605119898
99,-6.38584094897481,14.057629871033964,141.56618231510632,-54.375917236542236,-156.01763261291714,33.82140883633759,80.95272330879511,,-29.150584022067545,83.2564995099562,-118.1078865978121
100,,-108.92698462381631,-182.71585436542878,-79.33957654085826,,55.81003940741741,81.69975178666856,138.7716624999625,,,111.19722950343403
101,-106.08194289033182,148.15281368722603,-35.89075872792583,154.79708083231372,-9.027598919142454,223.2945463176409,,,20.007362017162478,,137.95265875021641
102,,72.64602582852831,-23.715151095419408,-120.86114898725076,,-152.95293630811108,,54.407840713507014,204.06531806815,-61.593100580096745,13.889719323695715
103,,,,,,-64.4278730434979,-5.757709112500468,,-108.14182557153924,26.195802070425746,-7.4094710440467395
104,50.855208707471576,-217.34938265429037,-5.278314036842747,56.05011523570542,162.0567169141764,46.708684151740165,128.07824475126185,66.20387173967327,-48.60763550795144,33.73743358386234,210.53829734886682
105,55.30714091826267,101.80728362241433,82.758521828971,-2.3166909295509135,,134.6308286824252,48.59452860428012,-34.053883324061516,,-110.02662712267237,36.72887648663241
106,-50.16735603888376,,,55.69393852996613,56.23652743972464,69.09876030518366,-102.97176367225758,,78.10492374300728,-189.17001937569722,0.7125337715559326
107,-88.3645250153846,-133.34006397395683,-144.68394686643836,169.43265869690987,29.03099078680698,,-74.96585265211691,82.0499290480167,,-155.78893806014133,-67.53769704533374
108,16.815135172934085,-79.98081286940797,,-95.28794563507621,-41.52836068795404,71.1700752923815,-251.35337645555725,98.41274482904012,-36.34976687757526,-23.307060169236333,99.63804851820733
109,-81.4969382646875,-64.85065822743479,-62.24669964647083,-41.67432471629579,-121.51570993821568,-77.51899162892605,-127.06026409379136,,,-73.37059877812843,-67.95290829024093
110,,,,,6.055575034581055,34.40218025088255,,-111.73882247524993,-45.186162605554266,-64.76815015562765,-110.64442211244318
111,,,,-33.217529832945786,134.5224928799472,122.27553408036658,,131.91773095463248,129.78797435331563,55.307797707980846,130.98649495295592
112,90.4682863458305,-58.40159082540672,120.48622795182149,-78.8045436884778,-34.18163510611696,-41.60209725632425,,69.2499366733076,,,50.059250014246054
113,149.9663360633446,-13.90724430539615,233.69142140015543,6.805482100543349,-56.41996212624431,-46.0981691925839,-27.099500961150667,115.38998568228698,,54.93066275090963,-134.97460747528254
114,-42.337653400936915,,-26.575460744090844,,-143.09531911020065,-5.433131099754621,-32.813371802270055,91.60610991254894,123.04254417162912,173.85046982443444,58.953818987497016
115,-152.22265801476155,100.94464603650604,,,78.18761331403806,,-132.14289294588852,-105.03579960500215,,-158.2335669141027,-14.015530049349891
116,6.308924899404464,-59.10885668640918,,,-151.72028935455222,-24.99469553709433,-13.437938281317471,-105.62892794166316,,-130.46309122906044,-87.55189368355771
117,-30.42959276220601,-83.94359091803909,,33.325644433118704,,100.13911728178653,38.97516403367114,-8.717484565368046,0.02107647499069853,,-145.48505205063591
118,,,-24.56642297511129,46.32569369865721,-35.790025860732285,-82.999983612428,112.16705175176054,-158.82278013468542,-227.5648500069605,-20.410705228579985,-188.00525935526974
119,87.4194497002726,,-52.99576770972904,201.45051794352696,-2.5128697730995424,-14.111564307995097,-24.01235495862685,148.26392247704197,111.83527569609524,-33.015752439660545,11.407914570077033
120,-25.207937367364934,-0.39827239088601923,-16.465191280532114,29.77861207483281,,-103.92519532520133,54.88695616953901,,-28.68178240507737,,124.68811001142473
121,173.55839771670284,-49.91285032251043,9.708752011122225,-101.73712234655817,28.30134302516421,126.3874297449761,8.662150964885146,28.243807654353798,,91.64281488804751,224.1680475290915
122,99.45341140537786,19.018146809635283,119.16888597148191,,-8.833488511780201,-98.21184515702925,-214.8638389709328,,-114.0443213237581,50.61092951754287,-7.912316424804409
123,-39.66250600178635,22.19956988495106,0.41720315963398175,,127.9798761207398,-152.866723324679,13.340645470516046,,,33.43748827867513,24.12701932790459
124,75.25159584260803,-77.80385340053164,,-49.33987426714614,-101.80596603605976,,-156.90738926040441,-88.63063859534486,-133.59349673731185,-100.06965027563845,-184.88287905663128
125,-64.60570912659112,30.005473787207755,90.79115902379255,-177.37613725593218,,48.33329896137366,-67.4650150946657,14.871389968914958,-106.61508427932249,-86.58983993043158,-97.18759190840558
126,-27.84040321447409,96.53224276519113,,78.98696071790482,-102.68133895892663,-40.6243240908017,171.0925472129521,-88.193598039033,,23.123382240352512,-179.28416470250883
127,,-151.31613594919594,92.74277818377202,-5.787071490322184,163.36201337038966,1.1073915178149345,-36.18187050918006,-77.28032553614949,-6.967937554099846,,80.29315196803746
128,,2.3904094639796867,-7.521024257516102,-52.75205319387598,34.28182686854266,167.46221806717924,29.63233568724749,-143.25094362061114,-113.22744115794363,191.7789801094816,-127.45544724309096
129,6.43788806035123,,35.2439782239152,,138.0068224981394,2.52186219410817,233.81290255224476,-284.7801898580121,,-169.60032297404416,71.23911296849788
130,-40.818199527052705,133.69833537882374,-16.47138903857595,-56.11926239760451,72.62327321421438,65.80207711270697,46.95892442449863,41.6078652305244,127.36773988435688,,304.07428229254083
131,83.17680299855394,,,63.60595510249784,,231.30853895910087,,33.76584908734806,-88.80150707578295,-18.9100652360106,-59.81681886136157
132,,56.52577717590713,165.59910327774665,,37.93317090570118,236.50209138824033,,,-1.7044027696300348,-29.620374836305274,112.27981608488334
133,81.2894093077681,,,159.30499729149764,-3.587424821563192,,,,-17.295046241753788,74.31902304068329,5.062934768699243
134,-24.7538625250266,,-29.757548903847603,19.80128177312675,-73.04901992102022,-9.90734866383617,-9.031540183398814,,8.890250820561546,-115.52639205523589,-96.11984086958478
135,85.60115466429099,-93.31025197503283,92.16449236533651,71.99414327610428,149.63656841450998,80.05143576636313,-24.30061237708413,,-21.71955340636031,30.2626977209856,257.65782341212247
136,99.13078215658012,43.149768403462474,70.41393874431276,11.800091987922094,-90.70344756475725,,-56.95845208880472,72.65498956785717,-52.28142670700993,,-79.2401451638593
137,104.72025287251941,,18.93166933504886,,-44.969372936088305,17.902928418004834,-21.844383757091236,65.50681966315874,-48.8660324090466,-83.82717732728692,-188.61301715400884
138,,,-7.238356868466422,,108.10995789374473,,61.91921617429501,-15.69269289064907,,36.736539248035186,-96.43409988289514
139,,27.197307494663963,87.96205150308248,-154.9292223320905,,52.5992292356061,-60.655442230101464,27.506012722748064,,-7.420850015311038,-37.7227967411126
140,-313.7396111107562,-0.9070058077009242,117.033192053895,-83.8785140875336,,45.11099034446514,0.018244894241893933,22.168855507760338,,-91.6213465949833,151.9333246820528
141,-152.00733280124842,61.438541593814755,23.498047466569925,-80.7933278706859,,-64.78190838302697,121.76162950790153,-112.41081055785531,-83.21517952957393,-6.308288565574846,-47.23524728867534
142,-49.64394994834076,-37.26345269201666,,245.201681988003,239.45515342560418,,,-61.783287829447616,-75.605084062498,,295.81701292242906
143,22.933173313391762,32.35306182942494,20.26637054840153,-218.40189173476472,1.9739818767186754,-88.99902343194087,-146.80638968961645,-51.202387307429,270.52043560401285,30.68878912874143,142.97608285751318
144,,,-203.13192468698148,,,137.5009633585784,-177.56167486798583,150.60168786008293,,0.6762762067013633,84.80894605443012
145,85.6051954058525,42.002381533078655,,67.07884103627948,,-53.3523389785551,,-106.47245968403021,180.8295118574285,,8.854894873761104
146,,-135.0667473565881,66.063202259685,3.2258264735400464,,-173.10782075625244,,55.25487225914731,-64.06079556643468,,-226.74765940255492
147,128.1829831544555,69.12642316875764,62.10632617909325,,-92.5555247650928,,,,65.95674415228905,-10.49510214325299,-6.052654572504025
148,-215.7342640751489,,54.4126910459939,6.471766673867208,-1.5796344878652047,233.46647416819448,-11.68359222507809,174.27244471341075,-91.43649187630697,-109.51071307017189,-104.2816737697837
149,,,4.4790334732368,277.79976836359117,-71.42576873677426,110.59813821465063,,,-21.149166562174095,,29.85916007626423
150,-25.099523041495235,-137.15299972797462,-140.3072264299746,38.865136696887774,-89.16704056481409,,189.57224140756807,-89.96648789155013,-123.30878474420078,,-361.03605993550195
151,-58.00587112997294,9.346672597380591,,-48.08443201906451,-37.39211147012297,128.98976290498197,,-98.14217647824874,19.039123723482625,39.232155805103524,78.49982956059083
152,-22.85953513961299,119.91414534276458,96.52506398117568,41.26838370390377,142.57281225644456,,,,102.97821564479617,80.58285391494745,327.15097558975754
153,-22.68284644779707,-134.49053553726043,-11.808363568530536,-296.9568153836171,44.77794580336093,70.38890718315446,76.07823037882694,-138.13196436914905,,-51.551038632220305,37.360527654734625
154,67.1834027428158,,,-157.94618164978405,-85.47438803877469,72.58952601935566,-21.517413253129295,-66.91915750946899,109.30464364033045,-55.21250909735508,60.565714559887226
155,73.85979442917487,,-39.108480496931584,52.788357108824414,,95.05566028757013,0.8950290137644127,2.4665929188384417,,88.45411704098608,-302.3789117729482
156,-115.017706644,-52.24599768030138,-72.734536596267,,-147.3352802432051,-27.38008770931489,,69.17904781032965,,,-161.67591993856004
157,10.802498469191878,,136.10773028155228,-56.59749651285604,-51.5776646511654,32.299301543771385,67.99768061481635,108.36468381461401,20.552902144433453,72.80103495996994,-180.04624243643238
158,,-179.39495229777725,33.7002026375963,102.67037104089036,-127.83914347424302,0.9380743657581077,162.38510918881357,,,74.0468341659242,-155.751996236365
159,-76.9654753813151,-14.246660841577357,-17.898556000377138,,,-13.437134351944499,-170.35642416457205,,-138.7259017058576,-120.04292428560876,-95.3167769846969
160,-157.2936925187181,-58.36010260759015,-0.9186841780521479,18.89074104070904,-174.74255526464424,-31.089116033617774,253.27710742866026,61.441327966818946,-126.85880952725009,13.335260515176305,-316.8377371182505
161,-6.208702242699736,,,5.499947652472558,,-267.16421321924565,154.85683645174723,-75.20854927827725,,-73.68831327010989,162.57162616821438
162,-120.29474808183771,299.87144487685447,168.44326211246283,-144.732821287066,93.22409512423796,,130.55681007139225,,106.67033279620166,-183.9499597156691,45.22357884376072
163,138.77554870273744,3.2119647184677675,,208.2593058176564,117.37067654338848,-42.463215660219234,-25.460075690713147,-19.91747152874062,-81.83792046166533,42.00726950550906,-75.15442428041314
164,57.74325382829394,68.32732817606903,,74.34817996519892,,25.003538400437396,57.10776376702756,,,-74.5242874099951,250.1643299850959
165,,86.82801982474427,115.33679598147933,-29.040057556774272,-100.61793079760042,-23.006663622180383,,,-88.67316229464798,-146.14306205104518,-212.28847205058773
166,,-59.42310529573609,,47.74197961282331,-240.7975114081391,77.0075475689659,,77.68177412081053,156.0864568789034,180.3913007350645,-26.734146383299695
167,106.34479367011159,109.85130361716205,-60.882654538233616,149.6426014422221,,-38.79701500953388,6.041923859653087,,16.490957644459257,80.40497165485525,184.51815889644428
168,58.39547733721086,,116.40244677873513,255.19874749416172,9.317770261406267,156.14563002159127,-84.0140698035127,,-11.60011692110726,,-56.87386153110475
169,-11.853631793010607,-68.260105055996,86.2201131766307,-15.717207282110154,,85.6877669744825,5.337279360798344,-100.23147024886842,7.702275858047837,17.393224132560643,42.22976090916984
170,-34.93643082853302,,73.17287145601273,,105.20744567980616,17.124004674544242,38.77091605402495,,,76.87702712886444,185.42614632701344
171,-40.28927742958687,42.01028148435176,-42.596804196230536,-12.794552942602078,67.26162256657189,104.3520831595583,-14.412671193745952,44.27122441086424,149.8214832934521,3.740651610637587,186.55997788743196
172,-47.03943704908869,29.537530316287814,129.51053177313173,,-194.19152828578467,-116.3884634322369,12.091523350228544,21.877593242187825,131.18844559279168,,-208.2481928879875
173,-45.868153198021695,-125.030688304063,38.56479641349014,-120.94857975942215,26.60974971965155,25.526183539874133,,,86.26697025228324,87.408116466604,88.24425225274179
174,,-173.3683280961786,34.54688043161926,248.10746652948183,,106.58491150674692,-21.354152394865693,20.79898450283713,200.96300387484956,-27.09881040716009,122.08565105680944
175,78.73842120649395,-49.21265983240165,-28.22016125517311,-82.07051975696221,,-174.3068463328837,,,13.645449365378347,,50.474821928555826
176,,31.830950880828386,0.9663234092100575,3.0627995006630893,,,-6.265907814288537,-98.37720028193137,,157.37304747895732,94.35547034368443
177,-86.91841219905363,74.08957264254546,,16.40025861634114,-4.171373968321512,38.15753147449219,-40.73979817871016,-202.66856216762451,92.60718292831584,-90.04024923648242,108.92641647378636
178,122.38243701075247,11.66358423324773,-102.09091172325311,,-68.98754485117314,246.60103427649568,45.79899303679976,146.83019036433396,,-37.652390001816435,-46.80007549970679
179,45.837870365695714,-14.816735198114214,,71.20924995994397,,,163.5634033639612,,-66.03224943897608,-10.842359114068477,-193.65601714428803
180,232.25283956527397,-0.4201595572100404,101.18939652067147,-109.29490125878438,72.40058457109212,,,145.65815549732463,166.56659928099947,184.51603440243093,203.41144272333278
181,-104.87572269979297,,124.88692689439776,,53.75024092143638,158.22975171614902,87.96811919776847,-90.30797057371575,-86.00772048681954,-7.164996933992894,197.3988250843647
